merchant_name,category
AL AMANAH RESTAURANT,Food & Grocery
CHAUDHARY SERVICE STAT,Travel
HPCL RAJDHANI CORPORAT,Travel
Flora Fantasies,Ecommerce & Shopping
L FUELS,Travel
Printland Digital India Private Limited,Ecommerce & Shopping
TIMES PRIME,Entertainment
MCC EMPLOYEES,Business Activity
B M AUTOMOBILES,Business Activity
SIGNORAA SAREES PVT LTD,Ecommerce & Shopping
HARE KRISHNA FUELS,Travel
Pink Luxur,Ecommerce & Shopping
BALAJI ENTERPRISES,Ecommerce & Shopping
Fyndus India Private Limited,Ecommerce & Shopping
blackduck emart,Ecommerce & Shopping
P R K AUTO SERVISES,Business Activity
ARMED FOR CES EX OFFIC,Travel
THE BIG MARKET,Food & Grocery
MAYUR WINES,Food & Grocery
VUI PUBLISHING PRIVATE,Other
Digital Gang,Entertainment
Viacom 18 Media Private Limited,Bills
Unbox Technologies Pvt Ltd,Organization
FRESH WORLD,Food & Grocery
H R ENTERPRISES,Travel
Credy,Finance
URBAN POD PVT LTD,Travel
KHAZANA JEWELLERY PVT,Ecommerce & Shopping
VIKRAM WINES,Food & Grocery
FORTUNE SPIRITS,Food & Grocery
CBM India Trust,Social Work
SAHAKARI,Other
Nisha sharma,Entertainment
Pegasus Toykraft Private Limited,Ecommerce & Shopping
UFO MOVIEZ INDIA LTD,Entertainment
R R PETROLEUM,Travel
Bennett University,Education
VIJETHA SUPERMARKETS P,Food & Grocery
Shefit Fashion Store,Ecommerce & Shopping
JOGI ENTERPRISING SERV,Travel
QUICK SERVICE STATION,Travel
KALPALATHA SUPER BAZAR,Other
Sohaya Misra,Ecommerce & Shopping
Flexepin.com,Business Activity
KYR WINES,Food & Grocery
ESHOPRZ,Ecommerce & Shopping
SACCHA SAUDAGAR PETROLIUMAHMEDABAD,Travel
HPCL SHRI VITTHAL PETR,Bills
HPCL RASHID KHODADAD,Travel
Loyals India Sales Corp,Ecommerce & Shopping
BATHINDA JUNCTION,Food & Grocery
LEMON GRASS HOSPITALIT,Food & Grocery
GUJARAT STATE ROAD TRA,Travel
MALABAR GOLD,Ecommerce & Shopping
Hotel Millennium,Travel
onlinepakoda.com,Ecommerce & Shopping
GOREGAON PETROL SUPPLY COMUMBAI,Travel
SHANTHI SOCIAL SERVICE,Health & Fitness
BP COCO KHARGHAR 2,Travel
CHAPHALKAR BROTHERS,Housing
SAI SAKTHI CATERING,Business Activity
Mercy Software Solutions,Organization
kgn,Travel
R S Systems,Organization
Rb fashion,Ecommerce & Shopping
GOSHAMAHAL SERVICE,Travel
GAURI CAR CENTRE,Travel
CAUVERY SERVICE STATIO,Travel
Craving Developers,Housing
NMV Fresh,Food & Grocery
Magicbricks Realty Services Limited,Housing
TAMIL NADU POLICE,Government Organization
WOCKHARDT,Health & Fitness
OIL INDIA LIMITED,Bills
Tech Dreams,Ecommerce & Shopping
JNV LIQUOR MALL,Food & Grocery
The Southern Gujarat Chamber of Commerce & Industry,Organization
Indian Institute of Management Kozhikode,Education
Dunzo Digital,Business Activity
shrishyamtextiles,Ecommerce & Shopping
Astra,Entertainment
Verse Innovations Private Limited,Bills
BROTHERS FILLING STATI,Travel
SATYA SERVICE STATION,Travel
LT VIJYANT MOTORS,Travel
NISARG ENTERPRISES,Food & Grocery
Ibibo Group Private Limited,Travel
FOODHALL,Food & Grocery
HPCL HIMALAYA SERVICE S,Travel
Ladies fashion point,Ecommerce & Shopping
G7 CR Technologies India Pvt Ltd,Organization
DIGITALOCEAN COM,Business Activity
TAJ WINES,Food & Grocery
RAZORPAY-AGGREPAY PAYMBENGALURU,Other
MITHAAS,Food & Grocery
kala service station,Travel
Mellowdrama,Ecommerce & Shopping
SONA WINE MARCHANT,Food & Grocery
MEDLIFE,Health & Fitness
HPCL N M SERVICE STATI,Travel
FARZI CAFE,Food & Grocery
HPCL NORTHERN INDIA,Travel
LoanFront,Finance
Welfare Mattress,Ecommerce & Shopping
ALFA AUTOS,Travel
Aishwarya Footwear,Ecommerce & Shopping
IGL CGO COMPLEX,Travel
HOTEL SAI SAGAR,Travel
VD  SEALS,Ecommerce & Shopping
Cityflo,Travel
veer fashions,Ecommerce & Shopping
PHONEPE RECHARGE,Other
Spare Kart,Travel
GALWAY BUSINESS,Education
SWAGAT AUTO,Business Activity
Gawade patil petrol,Travel
DUNKIN,Food & Grocery
KAYA LIMITED,Entertainment
ABS ABSOLUTE,Food & Grocery
DMART RC Puram,Other
indus art & emporium,Ecommerce & Shopping
SURAJ AUTO,Housing
STERLING SPARES PVT LT,Business Activity
HALDIRAM PRODUCTS PVT,Food & Grocery
MCDONALDS-SHIVAI-ANDHERI MUMBAI,Food & Grocery
AUTO AIDS CENTRE,Travel
the soulove co,Food & Grocery
BPCL COCO PUMP,Travel
DEEPAK WINES,Food & Grocery
FAB VOGUE Studio,Ecommerce & Shopping
Max Life Insurance Co,Finance
ANJANI PETROLEUM,Travel
SANGEETA SACHDEVA,Education
DMART Ambegaon,Other
MARKS AND SPENCER,Other
AIRPLAZA RETAIL HOLDIN,Other
Nanoclean Global Private Limited,Ecommerce & Shopping
BURGER KING,Food & Grocery
Medlife International Private Limited,Health & Fitness
Noek India,Entertainment
Birdres Technologies Private Ltd,Travel
MAHARASHTRA BORDER CHE,Business Activity
KAILASH PARBAT,Food & Grocery
JAIPUR CRAFTS,Ecommerce & Shopping
SANT SERVICE STATION,Travel
Bhatia communications and Retail India Ltd,Ecommerce & Shopping
ALS ENTERPRISES,Ecommerce & Shopping
CHEFS CORNER,Food & Grocery
MYCLOUDBAZAAR MARKETPLACE PRIVATE LIMITED,Business Activity
SURYAVANDANA,Food & Grocery
Enjoy Telecom Centre,Ecommerce & Shopping
MS BHAVANI WINE,Food & Grocery
RELIANCE PETROL PUMP,Travel
BBM VENTURE,Business Activity
Beauty Buffet,Ecommerce & Shopping
uniwear,Ecommerce & Shopping
CINEMA STAR THANE,Entertainment
AKASH PETROLIUM,Travel
S V M FUEL STATION,Travel
SHARDA PIPES PVT LTD,Ecommerce & Shopping
FUEL POINT,Travel
Indian Herbal Valley,Food & Grocery
FASHION WORLD,Other
ALPHALIFE APPAREL,Ecommerce & Shopping
joysoncapital,Ecommerce & Shopping
PAYPAL *ROYAL MAIL,Business Activity
MAS shoppie,Ecommerce & Shopping
Vegan Skin Care LLC,Ecommerce & Shopping
TagInStyle,Ecommerce & Shopping
Shopping Station,Ecommerce & Shopping
zara india-9072,Ecommerce & Shopping
MJPRU,Education
ELECTRONIC TOLL COLLEC,Travel
pranjali ethnic wear enterprise,Ecommerce & Shopping
SAI KRUPA BAR AND RESTAURMIRA ROAD,Food & Grocery
KRISHNA INSTITUTE O,Education
ONCE UPON A FLUTTER,Ecommerce & Shopping
PAYU MONEY,Other
DPS CONFECTIONERY,Food & Grocery
Wonderla Holidays Limited1,Entertainment
LE MARCHE,Food & Grocery
RN MOTOR PEERAGADHI,Travel
Hubballi Bicycle Club,Entertainment
MERWANS CAKE SHOP,Food & Grocery
Brass Tacks,Ecommerce & Shopping
recharge_paytm_PayTM,Other
NAMBURDAR FILLING,Travel
swiggyPayU,Food & Grocery
IVL FINANCE LIMITED,Finance
Tamara Chennai,Ecommerce & Shopping
KALYANI MOTORS PVT LTD,Business Activity
ESSAR SLNS NANAKRAMGUD,Travel
Clubworks,Ecommerce & Shopping
VALUE AND VARIETY,Ecommerce & Shopping
HOTEL ARYAAS,Travel
TxSolve,Organization
MAHARAJA WINES,Food & Grocery
UMA MEDICARE LTD,Health & Fitness
GURUNANAK AUTO,Other
KAILASH SERVICE STATION,Travel
T P RATHNAIAH AND,Travel
Aegis Care Advisors Pvt Ltd,Health & Fitness
Accretion Aviation,Travel
SIDDHIVINAYAK,Other
ENERGY SERVICES,Business Activity
HPCL CHINTAMANISWAR FI,Travel
forever anmol,Finance
CENTRE HALFSERVICE STA,Travel
L P KRISHNASWAMY NAIDU,Travel
KWALITY WINES,Food & Grocery
R A W Enterprises Private Ltd,Business Activity
PRASHANT CORNER,Food & Grocery
Cyfuture India pvt ltd,Ecommerce & Shopping
DIYA COMMUNICATION,Ecommerce & Shopping
INDIANOIL,Travel
Bee Birdie Lester Designs Pvt Ltd,Ecommerce & Shopping
SHREE TIRUPATI JEWELLERS,Ecommerce & Shopping
Ekanta,Ecommerce & Shopping
IMPERFECT INTERNATIONAL PRIVATE LIMITED,Business Activity
MAXLIFE,Finance
DGFT,Government Organization
JANSEVA PETROL SERVIC 1,Travel
KERALA STATE M,Government Organization
Collarfolk Petservices Pvt Ltd,Travel
MODI SERVICE CENTER AD,Housing
KAFA CLOTHING INDIA PR,Ecommerce & Shopping
SHIV SHAKTI PETROLEUM,Travel
GOOGLE *LONG TECH,Entertainment
MOOKKEN DEVASSY,Travel
Oravel Stays Private LimiNewDelhi,Travel
HealthVista India Pvt Ltd,Health & Fitness
shivnh,Entertainment
PATCHWORK PATTERN PRIVATE LIMITED,Housing
HAS SOUTH,Food & Grocery
LUCKY WIN,Entertainment
AMAZON PAY INDIA PRIVA BANGALORE,Other
Travel Maze,Travel
MIPL USD,Housing
KARIM S,Food & Grocery
ZOMATO COM,Food & Grocery
TNCCTNS,Government Organization
ONLIEST CAFE,Food & Grocery
TWOHORNS,Ecommerce & Shopping
Aryan Nature,Food & Grocery
Selfmade Clothing,Ecommerce & Shopping
consortia marketing company,Ecommerce & Shopping
Tata electric store,Ecommerce & Shopping
KAILASA SPECIALITY CUI,Food & Grocery
Nutriwel Health India Pvt Ltd,Health & Fitness
ULLU DIGITAL PRIVATE L,Entertainment
Aligning chakra,Entertainment
Narang Cloth House,Ecommerce & Shopping
wardrobe studio,Ecommerce & Shopping
Pranta Das,Organization
MAX SUPER SPECIALITY,Health & Fitness
MINISO LIFE STYLE,Ecommerce & Shopping
CAPITAL FIRST LTD,Finance
SHRISIDDHI,Food & Grocery
SRI VENKATESHWARA WINE,Food & Grocery
HPCL ANJANADRI FUEL ST,Travel
Dharam Paul Traders,Ecommerce & Shopping
Hynetic Electronics Pvt LTd,Ecommerce & Shopping
NH 9 DURGA INDHAN,Travel
COVERFOX,Finance
HALDIRAM LOGIX CITY CE,Food & Grocery
SRFI CC,Entertainment
Manika Fashion Town,Ecommerce & Shopping
The Purple Box,Ecommerce & Shopping
SRIDEVS AJANTHA BAKERS,Food & Grocery
KOTHRUD PETROL CIRCLE,Travel
ROHAN WINES,Food & Grocery
KRISHNA HOSPITALITY,Business Activity
EKAYARS BHARATH,Travel
Sai solutions,Ecommerce & Shopping
UTSAV RESTAURANT,Food & Grocery
UNITEDINT,Ecommerce & Shopping
MONEED,Business Activity
CureFit,Health & Fitness
FORTIS HOSPITALS,Health & Fitness
EnaBela Personal Care LLP,Ecommerce & Shopping
Ascore Prep (OPC) Private Limited,Education
CREAM CENTRE,Food & Grocery
TATAMFL,Entertainment
Department of Town and Country Planning Labour Account,Government Organization
KEERTHANA WINES,Food & Grocery
ARCHANA LIQUOR,Food & Grocery
SURAT SITILINK LIMITED,Travel
WINE,Food & Grocery
Gurukul.education,Education
BECCOS,Other
Samyuktha Sunil,Entertainment
IGL DWARKA 17,Travel
Laxminarayan institute of technology,Education
E A Poonawala,Ecommerce & Shopping
Tictok Skill Games Pvt,Entertainment
Nipman Foundation,Health & Fitness
CITY SERVICE STATION,Travel
OYO Rooms,Travel
PARTH CATERERS AND FAST FNAVI MUMBAI,Business Activity
BEAUTIFUL COSMO PRODUC,Ecommerce & Shopping
Skylish Services,Food & Grocery
Factoring Management Services Pvt Ltd,Legal Services
ASHIRWAD DEPARTMENTAL,Other
DOSA VILLAGE,Food & Grocery
APOLLO,Health & Fitness
Focuus Electronics,Ecommerce & Shopping
VODAFONE SHARED SERVIC,Bills
SHREE GAJANAN,Health & Fitness
BALANAGAR SERVICE,Travel
DOSA VILLAGE PVT LTD,Food & Grocery
Raja time center,Ecommerce & Shopping
CAFE DELHI,Food & Grocery
Gee Dee Educatonal Society,Education
Sachar Gaming,Entertainment
GOLDSQUARE SALES,Ecommerce & Shopping
MY NATION FILLING STAT,Travel
DEEPTI PRAKASHAN,Entertainment
SUPER WINES,Food & Grocery
SRM Institute of Science and Technology,Education
SAPTHAGIRI WINES,Food & Grocery
Holy Cross Higher Secondary School,Education
GOOGLE *Fachat,Other
HOTEL V V,Food & Grocery
CHETAN WINES MIRA ROAD,Food & Grocery
Raheja QBE General Insurance Company Limited,Finance
you2shop,Ecommerce & Shopping
TJSB SAHAKARI BANK LIMITED,Finance
GURU SERVICE STATION,Travel
Paschim Gujarat Vij Co,Bills
STAR BRIYANI,Food & Grocery
Nestaway Technologies Private Limited,Housing
PRIYANKA WINES,Food & Grocery
MAGIC OVEAN,Food & Grocery
Jims Jungle Retreat,Travel
NAGA GOWRI SAMPATH ENT,Travel
StashFin,Finance
RANTHAMBORE TOURISM,Travel
GI COSMECEUTICALS,Ecommerce & Shopping
AMITA ENTERPRISES,Other
www.dream11.com,Entertainment
BAAZAR KOLKATA,Ecommerce & Shopping
Thomas Cook India Limited,Travel
Arrina Education Services Private Ltd,Education
ONLINE JOB ADS INDEED,Business Activity
SEASONS MALL,Other
ANUPAM STATIONERY,Other
CS Academy Cambridge,Education
ZOJWALA PETROLEUMS,Travel
SAASHA ENTERPRISES,Travel
C M C FUELS,Travel
PUNE SHOLAPUR ROAD DEV,Business Activity
Maharishi University Of Information Technology,Education
Grade Stack Learning Pvt Ltd,Education
Dev In National School,Education
BEAUTI,Ecommerce & Shopping
AGS CINEMAS,Entertainment
SRI AMRUT WINE MART,Food & Grocery
Shenbaga Residency,Travel
KFC-02,Food & Grocery
DNH*GODADDY.COM,Business Activity
Ticketgenie,Entertainment
VASANI SERVICE,Travel
PAYTM RETAIL DOMESTIC MUMBAI,Other
ROYAL SUPER MARKET,Food & Grocery
The Highness foods,Food & Grocery
ZIVAME,Ecommerce & Shopping
IRCTC E TICKETING,Travel
COFFEE BY,Food & Grocery
IOCL COCO HI TECH CITY,Travel
HYDERABAD WINE MART,Food & Grocery
ShaheedRamendraPratapSi,Travel
Imperial Gases Ltd.,Business Activity
TAXIMENS SERVICES,Travel
MADRAS CAFE,Food & Grocery
GOIBIBO,Travel
GOOGLE *TangoMe,Other
PATEL PETROLEUMS,Travel
4tine,Ecommerce & Shopping
TARACHAND SALUJA,Travel
Shasthas clothing,Ecommerce & Shopping
STAR SAPPHIRE,Ecommerce & Shopping
YUSEN LOGISTICS INDIA PRIVATE LIMITED,Travel
NMC Town Planning,Government Organization
ABHYUDAYA ENTERPRISES,Ecommerce & Shopping
Cyclothon19,Entertainment
K M SUCHAK AND CO,Travel
Beejapuri Dairy Privat,Food & Grocery
AS Gifts Decor,Ecommerce & Shopping
KIKO MILANO,Ecommerce & Shopping
Reliance Payment Solutions Ltd,Finance
GK ENTERPRISES,Ecommerce & Shopping
Medlife International,Health & Fitness
POTHYS HYPER,Ecommerce & Shopping
ABHIRUCHI CITY PRIDE,Entertainment
Shree Pudyodhi Mktg.,Food & Grocery
H M LEISURE,Entertainment
YATRA,Travel
BROADWAY AUTO MOBILES,Travel
SATYAM WINES,Food & Grocery
SRI SAI BABA SERVICE S,Housing
B S DWARKA,Travel
TRENT LIMITED - WEST SIDEMUMBAI,Ecommerce & Shopping
SREEDHAR MEDICALS,Health & Fitness
BEAUTY CENTRE,Ecommerce & Shopping
K PARAMASIVAN AND SONS,Travel
Aria and Leya Fashions Private Limited,Ecommerce & Shopping
GLOBAL KITCHENS KOLKAT,Food & Grocery
Anikashgroup,Housing
Justdial Affiliate Bus,Travel
DEEPAK AUTOMOBILES,Business Activity
Fashion With Sumit,Ecommerce & Shopping
Rishabh Jain,Organization
SIRI LAASYA WINES,Food & Grocery
instamojoPayU,Other
MEGHANA FOODS,Food & Grocery
Nsquare Accessories,Ecommerce & Shopping
TRAVEL FOOD SERVICE,Food & Grocery
Indian Maritime University HQ,Education
Muffa,Ecommerce & Shopping
PAYPAL *YATRAONLINE,Travel
Royal Gold Jewellery Creation Pvt Ltd,Ecommerce & Shopping
TRAILER OWNERS,Travel
S J BALSARA WINES,Food & Grocery
LATTA SUPER MARKET,Other
ALBEK KABAB CORNER,Food & Grocery
SWAGATH MULTICUISINE R,Food & Grocery
Deepthi Balagiri,Ecommerce & Shopping
Jet Airways India Ltd,Travel
Assam Agrica Ventures,Food & Grocery
WWW JIOMONEY COM,Other
National Archives of India,Government Organization
Universal Air Condiotioners,Ecommerce & Shopping
Sant Longowal Institute of Engineering & Technology,Education
RHEA INFOTECH,Education
Go Air,Travel
PATANJALI,Other
CARNIVAL FLIMS PVT LTD,Entertainment
NANDI ECONOMIC CORRIDO,Business Activity
Future Retail Ltd,Other
Krishna Palace Residency Pvt Ltd,Travel
J Reynold and company,Ecommerce & Shopping
OM SAI PETRO,Travel
General Radio & Electric Company,Entertainment
SETHI AUTO SERVICE STA,Travel
M S MAHADEV BUILDTECH,Business Activity
Vestige Marketing Pvt LtdNEW DELHI,Other
Swati Tandon,Entertainment
Linkers,Ecommerce & Shopping
HPCL JAY AADESH PETROL,Travel
NIFT BENGALURU,Education
M S DEORE,Travel
BAKEKNEADS LLP,Food & Grocery
JEHANGIR HOSPITAL,Health & Fitness
Unique vacation homes Pvt LTD,Housing
MODYS SERVICE CENTRE,Housing
SRI KALIKAMBA WINES,Food & Grocery
ASIAN WINES,Food & Grocery
GOOGLE *Google Play,Business Activity
FUTURE RETAIL,Other
HARIKRUPA ENERGY,Bills
ANJANI PETRO UNIT,Travel
VerginAuto,Travel
SHOKEEN PETRO,Travel
surf2get Retail,Ecommerce & Shopping
Aristocrat IT Solutions P Ltd,Education
Motor Vehicles Department J&K,Travel
SHREENIVASAMURTHY DR,Health & Fitness
HPCLLPG KAMAL GAS AGEN,Bills
ALFA SERVICE,Travel
SOFITEL BKC MUMBAI,Travel
Imagination Edutainment India Pvt Ltd,Entertainment
HALDIRAM,Food & Grocery
SAIKRIPA FOODS SERVICE,Business Activity
ASHISH SERVICE,Business Activity
Kirat Singh Bawa,Entertainment
ARRELIC RELIABILITY PRIVATE LIMITED,Business Activity
CYBERABAD FILLING,Travel
ACT,Bills
GINGER KARVE INIDA PRI,Food & Grocery
LAKME,Ecommerce & Shopping
WESTSIDE UNIT,Ecommerce & Shopping
TATA STARBUCKS,Food & Grocery
Sriethnics,Ecommerce & Shopping
MechandiseEBS,Other
TEETHINGWORLD,Ecommerce & Shopping
BHARTI AIRTEL LIMITED,Bills
HOTEL KRISHNA,Travel
MY CHICKEN AND MORE,Food & Grocery
MAURYA AGENCIES,Health & Fitness
RELIANCE RETAIL LIMITED,Other
HPCL HIGRADE SERVICE CENTHYDERABAD,Bills
DECENT ENTERPRISES,Ecommerce & Shopping
WWW IDFCBANK COM,Other
GOOGLE *Supercell,Entertainment
Wisekart,Ecommerce & Shopping
OXFORD ARCADE,Food & Grocery
KRISHNA,Other
GLANZ NATURALS,Ecommerce & Shopping
jdn apps developer,Organization
PRATIK FUEL STATION,Travel
BHARAT PETROL SUPPLY CO,Bills
RELAX MADHURA WINES,Food & Grocery
UrbanClap Technologies,Bills
AUTO SERVICE,Housing
Poncho Hospitality Pvt Ltd,Food & Grocery
HDFCERGOINS,Finance
VIAAN INDUSTRIES LIMITED,Entertainment
Tally Solutions Private Limited,Organization
ZEE ENTERTA Mumbai,Entertainment
PS TOLL ROAD PRIVATE L,Food & Grocery
Successmakerz inc.,Housing
AMBIKA AUTOMOBILES,Business Activity
MAYOORAN ENTERPRISES,Housing
RAMDEV MEDICAL,Health & Fitness
THE BOMBAY TRANSPORT C,Travel
UNIQUE RETREADS PVT LT,Travel
Inasra Technologies Private Limited,Organization
ENRICH HAIR & SKIN SOLUTIMUMBAI,Ecommerce & Shopping
MAHAIT GOM,Government Organization
Axis Bank - ETC,Travel
SIDHAKALA CATERERS,Business Activity
Astro Vision Futuretech Pvt Ltd,Entertainment
Saraf Furniture,Ecommerce & Shopping
NAVI MUMBAI MUNICIPAL,Government Organization
FERNS N PETALS PRIVATE LI01243054000,Other
PayZapp Wallet Load,Other
Iconet services,Ecommerce & Shopping
Shuffling Suitcases,Ecommerce & Shopping
RWL HEALTHWORLD,Health & Fitness
Neeraj Kumar,Government Organization
SHREE BALAJI TRADERS,Business Activity
Angooor,Food & Grocery
White Official,Ecommerce & Shopping
VELLANKI FOODS,Food & Grocery
Hamara Industries,Business Activity
ONLIVE SERVER,Organization
ZOLO,Housing
Distant Holidays,Travel
Matrimony Bazar,Entertainment
DHARUHERA FILLING,Travel
Flavourguru Cake Bakes Pvt Ltd,Food & Grocery
THE 3D POWER HOUSE,Ecommerce & Shopping
MSW*5 SIDE RETAIL LLP,Business Activity
Dealskart Online Services,Ecommerce & Shopping
REDDY WINES,Food & Grocery
Dubli India Private Limited,Legal Services
Surya computers,Ecommerce & Shopping
SRI RENUKA ENTERPRISES,Ecommerce & Shopping
BSNLPRE,Bills
BAKSHI ENTERPRISES,Business Activity
BALAJI FILLING STATION,Travel
SOUFFLE CAKE SHOP,Food & Grocery
KS Store,Food & Grocery
BSBABU DELIVERY SERVICES PRIVATE LIMITED,Travel
MSW*WEWORK INDIA MANAG,Housing
MahaOnline,Government Organization
Emerging Designs,Ecommerce & Shopping
SHRI VEDAM FOUNDATION,Social Work
HPCK KHAJA SHOAIB AHME,Travel
SRI LAKSHMI FOODS,Food & Grocery
Innovative Services,Legal Services
YUM YUM TREE ARABIAN F,Food & Grocery
MY SQUARE,Food & Grocery
KEERAIKADAI VENTURES PRIVATE LIMITED,Food & Grocery
GOOGLE *KSO Co Ltd,Entertainment
IGL NOIDA SEC 122,Travel
SHREE BALAJI PETROLEUM,Travel
Weartech Engineers Private Limited,Ecommerce & Shopping
agro club,Education
BLUE STAR PLASTICS,Ecommerce & Shopping
MEER SINGH FUEL POINT,Travel
TringMe,Bills
Loylty Rewardz,Organization
Monalisa Rath,Travel
Hotel Annapurna,Food & Grocery
LEE,Ecommerce & Shopping
TEJA WINES,Food & Grocery
WONDERLA HOLIDAYS LIMI,Entertainment
MINERAL FASHIONS PRIVATE LIMITED,Ecommerce & Shopping
MAHARASHTRA STATE ELECTRICITY DISTRIBUTION COMPANY LIMITED,Bills
Orchard Lane,Food & Grocery
Tempe Wala,Food & Grocery
IGL CHILLA 2,Travel
State Council for Technical Education and Vocational Training Government of Odisha,Education
DEARA FASHION ACCESORIES PVT LTD (OPC),Ecommerce & Shopping
ROYAL COLLECTION,Ecommerce & Shopping
Whistling Woods International Ltd,Education
VILLAGE HYPERMARKET,Other
Paygate India Private utilities,Finance
Hathmag,Ecommerce & Shopping
Citrusp*pushpam,Business Activity
Saileela TV Channel Limited,Entertainment
Urban Comforts,Ecommerce & Shopping
ELLORA WINES,Food & Grocery
KEDIA INFOTECH LIMITED,Ecommerce & Shopping
C N S FUEL PORT,Travel
K M WINES,Food & Grocery
Super Fashion,Ecommerce & Shopping
H M Enterprises,Housing
SANCHIT PETROLEUM,Travel
IRISH WINES,Food & Grocery
THE PINKY WINES,Food & Grocery
ISKCON,Other
SRI ARAVINDAR AND,Business Activity
ADI SPORTS INDIA PRIVATE LTD,Ecommerce & Shopping
SHIVESH SERVICE STATION,Travel
Vodafone Mobile Services Limited vmsl postpaid delhi circle,Bills
DMART Boisar,Other
GOOGLE *KONAMI,Entertainment
Conflare Private Limited,Organization
SILVER CREST CLOTHING PVT LTD,Ecommerce & Shopping
Druidendo Softek Pvt Ltd,Organization
Atreya Health Shop,Health & Fitness
Nandhini Cotton,Ecommerce & Shopping
ABHIBUS SERVICES INDIA,Travel
Wandering Whites,Ecommerce & Shopping
PRAKASH WINES,Food & Grocery
KAMAKSHI INTEGRATED FACILITY MGT LLP,Business Activity
SOCIETY STORES,Food & Grocery
MSW*SUBURBAN DIAGNOSTI,Health & Fitness
STAR HEALTH AND ALLIED,Finance
ROHIT WINE,Food & Grocery
Zeta,Other
NILGIRIS,Food & Grocery
GOOGLE *Sony LIV,Entertainment
ANTIQUE WINES,Food & Grocery
MCDONALD THE HUB,Food & Grocery
YOGI PETROLEUM,Travel
LAKSHYA INTERNET PRIVATE LTD,Ecommerce & Shopping
DISHTV,Bills
KANAKA DURGA WINES,Food & Grocery
S S ENTERPRISES,Ecommerce & Shopping
MSR GLOBAL LIQUORS,Food & Grocery
IOCL AMAR PETROL SUPPL,Travel
Prepaidgamercard,Ecommerce & Shopping
M S WINES,Food & Grocery
LAKSHMI FOODS,Food & Grocery
La Pino'z Pizza,Food & Grocery
Jaipur Rugs Company Private Limited,Ecommerce & Shopping
RAZORPAY SOFTWARE PVT MUMBAI,Other
SHREY PETROLEUM,Travel
PUNE SOLAPUR EXPRESSWA,Business Activity
KHYATI PANDE,Ecommerce & Shopping
Thinkstrap Technologies,Organization
RAJ WINE SHOP,Food & Grocery
Adya Sports Tech Pvt Ltd,Organization
GOOGLE *Niantic Inc,Entertainment
ELABCART,Ecommerce & Shopping
SODHI SUPER MARKET,Food & Grocery
Wellversed Health Private Limited,Health & Fitness
